Umur (bulan),Tinggi Badan (cm),Jenis Kelamin_perempuan
0.5333333333333333,0.6192730267175971,1
0.4666666666666667,0.5203976635069432,0
0.8333333333333334,0.6170000298621797,1
0.08333333333333333,0.18854012261601294,1
0.03333333333333333,0.0934150950751339,0
0.35,0.5897240675971719,1
0.75,0.5465371273442424,1
0.016666666666666666,0.2467621774856249,0
0.016666666666666666,0.14043097681265715,0
0.5833333333333334,0.7499703459040935,0
0.2833333333333333,0.38288135375419474,0
0.6666666666666666,0.5272166540731952,0
0.8666666666666667,0.6010890518742585,1
0.5833333333333334,0.6670059606813611,0
0.016666666666666666,0.04815636926576439,1
0.15,0.3010534669591708,1
0.55,0.6442759921271878,0
0.7666666666666666,0.8215697468497395,0
0.8666666666666667,0.7636083270365975,1
0.6,0.7806558034522276,0
0.3,0.6079080424405104,0
0.25,0.5624481053321638,0
0.6666666666666666,0.6181365282898884,1
0.05,0.36469737891085596,0
1.0,0.673824951247613,1
0.9,0.6420029952717704,0
0.18333333333333332,0.27150450783874547,1
0.16666666666666666,0.43629677985650206,0
0.03333333333333333,0.37543317189869774,1
0.8166666666666667,0.5897240675971719,1
0.21666666666666667,0.30218996538687937,1
0.21666666666666667,0.27264100626645416,1
0.9666666666666667,0.8397537216930783,0
0.7666666666666666,0.6885994308078255,0
0.9,0.748833847476385,1
0.8,0.8079317657172355,1
0.06666666666666667,0.3396944135012655,0
0.13333333333333333,0.2680950125556195,0
0.0,0.22297190364398833,1
0.55,0.7511068443318022,1
0.0,0.13673810638541584,1
0.65,0.7738368128859755,1
0.03333333333333333,0.33503680609684505,1
0.48333333333333334,0.7124658977897077,1
0.7333333333333333,0.5078961808021479,0
0.8166666666666667,0.7454243521932588,0
0.0,0.18016332333692808,1
0.1,0.28286949211583223,1
0.6166666666666667,0.4715282311154706,0
0.7,0.8227062452774482,1
0.55,0.626092017283849,0
0.05,0.12035021695349302,0
0.0,0.22078628292139746,1
0.06666666666666667,0.2635490188447849,0
0.8,0.8204332484220308,0
0.016666666666666666,0.33305412731472117,0
0.9666666666666667,0.8227062452774482,0
0.6166666666666667,0.47607422482630535,0
0.7833333333333333,0.5908605660248804,0
0.6166666666666667,0.6192730267175971,0
0.35,0.4465252657058799,1
0.03333333333333333,0.07055691186902302,0
0.7166666666666667,0.7442878537655503,0
0.4166666666666667,0.5010771902358958,0
0.7666666666666666,0.5499466226273685,1
0.9333333333333333,0.7908842893016054,1
0.3,0.35219589620606073,0
0.8166666666666667,0.6931454245186602,0
0.6666666666666666,0.6488219858380223,1
0.0,0.2223227967816478,0
0.6666666666666666,0.7840652987353535,1
0.016666666666666666,0.1788593912097859,1
0.0,0.20317009940335984,0
0.7,0.8454362138316215,0
0.45,0.41243031287461995,0
0.4166666666666667,0.5874510707417545,0
0.45,0.5306261493563212,1
0.11666666666666667,0.3703798710493993,0
0.9666666666666667,0.6908724276632429,1
0.9833333333333333,0.7942937845847317,1
0.9333333333333333,0.6817804402415736,0
0.08333333333333333,0.23968255186290288,0
0.0,0.08185466271892639,1
0.9,0.6885994308078255,1
0.9166666666666666,0.9363560880483147,0
0.06666666666666667,0.1214867153812017,0
0.8166666666666667,0.687462932380117,0
0.36666666666666664,0.4465252657058799,1
0.9833333333333333,0.9568130597470706,1
0.08333333333333333,0.3317389245073048,1
0.43333333333333335,0.7101929009342903,0
0.03333333333333333,0.32351889029407643,0
1.0,0.7272403773499202,1
0.6666666666666666,0.5738130896092505,1
0.5666666666666667,0.7511068443318022,1
0.0,0.21374757160175983,1
0.6666666666666666,0.8352077279822435,0
0.7666666666666666,0.5249436572177779,0
0.5833333333333334,0.7204213867836683,0
0.0,0.12283832651096693,1
0.9666666666666667,0.6351840047055185,0
0.8666666666666667,0.7181483899282509,1
0.5333333333333333,0.7704273176028494,1
0.16666666666666666,0.5044866855190219,1
0.9333333333333333,0.6749614496753217,0
0.9666666666666667,0.5794955817477937,1
0.5166666666666666,0.7511068443318022,0
0.48333333333333334,0.4419792719950454,0
0.4,0.4851662122479746,0
0.65,0.7567893364703454,1
0.6333333333333333,0.7954302830124401,1
0.65,0.6658694622536522,1
0.5666666666666667,0.7204213867836683,0
0.05,0.3226469370856355,0
0.3333333333333333,0.41356681130232875,0
0.05,0.33514841979043075,1
0.6166666666666667,0.5044866855190219,0
0.5166666666666666,0.660186970115109,0
0.48333333333333334,0.6681424591090696,0
0.06666666666666667,0.23968255186290288,0
0.35,0.6306380109946838,0
0.03333333333333333,0.07693306596538185,1
0.016666666666666666,0.019727956272116765,0
0.1,0.17717513833892629,0
0.43333333333333335,0.46584573897692727,0
0.65,0.8204332484220308,0
0.4166666666666667,0.4385697767119192,1
0.3,0.4885757075311006,1
0.6166666666666667,0.731786371060755,1
0.25,0.5669940990429986,1
0.6,0.5965430581634238,0
0.3833333333333333,0.5783590833200852,0
0.2833333333333333,0.3760623631879426,1
0.016666666666666666,0.027503415732663627,0
0.9,0.6238190204284318,1
0.7333333333333333,0.6010890518742585,0
0.6,0.687462932380117,0
0.0,0.226337385021953,1
0.13333333333333333,0.2135430880256035,1
0.0,0.19570492672852158,0
0.6,0.7840652987353535,1
0.15,0.391973341175864,1
0.0,0.1681854239143974,1
0.65,0.4953946980973525,0
0.8666666666666667,0.7113293993619988,1
1.0,0.7931572861570227,1
0.016666666666666666,0.11578555593057538,0
0.03333333333333333,0.30240590941677903,1
0.8833333333333333,0.6613234685428176,1
0.48333333333333334,0.6340475062778096,0
0.95,0.8908961509399681,1
0.15,0.3556053914891867,1
1.0,0.9897715141506219,1
0.85,0.7715638160305583,0
0.7,0.8261157405605742,0
0.7333333333333333,0.6931454245186602,0
0.7333333333333333,0.8033857720064009,0
0.9833333333333333,0.9488575707531101,1
0.85,0.7795193050245187,0
0.7166666666666667,0.8136142578557787,0
0.16666666666666666,0.43743327828421064,1
0.85,0.6590504716874003,1
0.6,0.7408783584824242,0
0.6833333333333333,0.7783828065968103,1
0.9166666666666666,0.5817685786032111,0
0.0,0.04266449890824542,0
0.21666666666666667,0.5385816383502818,0
0.7833333333333333,0.5829050770309198,1
0.3333333333333333,0.5647211021875812,0
0.8333333333333334,0.602225550301967,1
0.45,0.5022136886636046,1
0.5,0.6476854874103136,1
0.4,0.3999288301698247,0
0.7833333333333333,0.89771514150622,0
0.7666666666666666,0.7147388946451251,1
0.8833333333333333,0.7056469072234556,0
0.08333333333333333,0.31810094337480077,1
0.0,0.17967115270761547,1
0.5,0.6408664968440617,0
0.43333333333333335,0.5794955817477937,1
0.43333333333333335,0.391973341175864,1
0.08333333333333333,0.1362611949414143,1
0.95,0.5794955817477937,1
0.8666666666666667,0.6579139732596918,1
0.36666666666666664,0.48402971382026583,1
0.65,0.6533679795488571,0
0.5,0.6783709449584477,1
0.43333333333333335,0.673824951247613,1
0.55,0.4544807546998406,0
0.8833333333333333,0.8192967499943221,1
0.65,0.626092017283849,1
0.7833333333333333,0.707919904078873,1
0.5166666666666666,0.7658813238920149,0
0.85,0.6181365282898884,1
0.8666666666666667,0.6329110078501011,0
0.48333333333333334,0.6010890518742585,0
0.4,0.4556172531275492,0
0.03333333333333333,0.12504714829703034,1
0.11666666666666667,0.24195554871832015,0
0.9833333333333333,0.8761216713797554,0
0.4,0.5613116069044551,1
0.3333333333333333,0.6079080424405104,1
0.5166666666666666,0.701100913512621,0
0.9,0.5783590833200852,1
0.4,0.48971220595880915,1
0.6666666666666666,0.5851780738863371,1
0.016666666666666666,0.20712492919342673,0
0.6333333333333333,0.7170118915005422,0
0.6333333333333333,0.7988397782955662,1
0.18333333333333332,0.4033383254529507,0
0.16666666666666666,0.3078724575254227,0
0.45,0.409020817591494,0
0.0,0.07401876677041652,1
0.1,0.4385697767119192,1
0.95,0.6772344465307388,1
0.55,0.6090445408682189,0
0.016666666666666666,0.047485910854961455,0
0.2833333333333333,0.4419792719950454,0
0.26666666666666666,0.4328872845733759,0
0.9333333333333333,0.8431632169762041,1
0.8,0.5408546352056991,1
0.03333333333333333,0.13425592206506487,0
0.03333333333333333,0.2175828026456874,0
0.65,0.7954302830124401,0
0.6166666666666667,0.7363323647715895,1
0.5833333333333334,0.6476854874103136,1
0.21666666666666667,0.3851543506096121,0
0.05,0.391973341175864,0
0.1,0.3169644449470922,0
0.016666666666666666,0.13131368453795889,1
0.26666666666666666,0.5351721430671558,0
0.7333333333333333,0.8272522389882827,1
0.08333333333333333,0.313554949663966,0
0.95,0.6204095251453056,1
0.6833333333333333,0.7954302830124401,0
0.6,0.5579021116213291,0
0.95,0.9272641006266452,0
0.75,0.7181483899282509,1
0.016666666666666666,0.30793247384019895,1
0.9833333333333333,0.7886112924461882,0
0.48333333333333334,0.5340356446394472,0
0.43333333333333335,0.4726647295431792,1
0.4166666666666667,0.673824951247613,0
0.05,0.1987686084653909,1
0.31666666666666665,0.636320503133227,0
0.45,0.5590386100490378,0
0.45,0.5794955817477937,1
0.7333333333333333,0.8136142578557787,0
0.3333333333333333,0.6079080424405104,0
0.7333333333333333,0.8090682641449441,0
0.9833333333333333,0.7329228694884636,0
0.7333333333333333,0.5044866855190219,1
0.9166666666666666,0.6670059606813611,1
0.4166666666666667,0.473801227970888,1
0.6333333333333333,0.7908842893016054,1
0.5833333333333334,0.7431513553378416,1
0.3833333333333333,0.602225550301967,1
0.8166666666666667,0.6044985471573844,1
0.0,0.1714326062331868,0
0.7666666666666666,0.731786371060755,0
0.55,0.43629677985650206,1
0.5,0.6238190204284318,0
0.0,0.04712450403566226,1
0.06666666666666667,0.21922558016414684,0
0.6166666666666667,0.6101810392959278,1
0.9166666666666666,0.9158991163495586,1
0.75,0.6147270330067623,0
0.7333333333333333,0.7192848883559596,1
0.8666666666666667,0.8749851729520467,1
0.6,0.5760860864646679,0
0.5,0.6897359292355344,1
0.9833333333333333,0.98295252358437,0
0.016666666666666666,0.16993175322507215,0
0.03333333333333333,0.06623894662330365,0
0.7333333333333333,0.6090445408682189,0
0.16666666666666666,0.2635490188447849,0
0.03333333333333333,0.3747884090915621,0
0.7,0.7749733113136842,1
0.6166666666666667,0.673824951247613,0
0.8833333333333333,0.6806439418138651,1
0.75,0.5397181367779905,0
0.5,0.5238071587900691,0
0.7666666666666666,0.7033739103680384,1
0.3,0.4863027106756832,1
0.016666666666666666,0.1708463492621889,1
0.8,0.5340356446394472,1
0.8666666666666667,0.7954302830124401,1
0.5,0.42720479243483256,1
0.36666666666666664,0.48175671696484856,0
0.8833333333333333,0.873848674524338,0
0.16666666666666666,0.2987804701037534,0
0.8,0.7067834056511643,1
0.21666666666666667,0.5215341619346519,1
0.25,0.4192493034408721,1
0.9666666666666667,0.7226943836390854,1
0.6,0.5817685786032111,0
0.11666666666666667,0.2624125204170762,1
0.75,0.5328991462117385,1
0.8666666666666667,0.591997064452589,0
0.9,0.9249911037712281,0
0.23333333333333334,0.32037394023021815,1
0.03333333333333333,0.2553600171015521,1
0.5166666666666666,0.4612997452660925,0
0.06666666666666667,0.22831756758581623,0
0.6,0.473801227970888,0
0.4166666666666667,0.660186970115109,1
0.5833333333333334,0.473801227970888,0
0.9166666666666666,0.7670178223197236,0
0.6833333333333333,0.7942937845847317,0
0.8333333333333334,0.6749614496753217,0
0.4166666666666667,0.4794837201094313,0
0.9666666666666667,0.9340830911928973,1
0.9666666666666667,0.7363323647715895,1
0.8166666666666667,0.6590504716874003,1
0.6833333333333333,0.5783590833200852,0
0.7833333333333333,0.8102047625726528,1
0.2,0.2987804701037534,1
0.5333333333333333,0.6044985471573844,0
0.7333333333333333,0.5874510707417545,0
0.2833333333333333,0.5579021116213291,1
0.7833333333333333,0.5238071587900691,0
0.6,0.802249273578692,0
0.4666666666666667,0.40561132230836805,1
0.23333333333333334,0.391973341175864,0
0.13333333333333333,0.3146914480916748,0
0.6833333333333333,0.6317745094223922,1
0.9,0.626092017283849,0
0.3333333333333333,0.6147270330067623,0
0.9,0.8693026808135035,1
0.2,0.456753751555258,0
0.6,0.5090326792298565,0
0.8666666666666667,0.7226943836390854,1
0.9333333333333333,0.9102166242110153,1
0.7166666666666667,0.8215697468497395,0
0.26666666666666666,0.3987923317421159,0
1.0,0.9261276021989368,1
0.03333333333333333,0.14114762488354704,0
0.6333333333333333,0.639729998416353,1
0.6833333333333333,0.5556291147659119,1
0.13333333333333333,0.4556172531275492,1
0.5166666666666666,0.6056350455850931,0
0.016666666666666666,0.23576187356473655,1
0.23333333333333334,0.3703798710493993,1
0.16666666666666666,0.23172706286894218,0
0.03333333333333333,0.3310739828745851,0
1.0,0.8602106933918342,0
0.0,0.142949912797544,0
0.8,0.5647211021875812,0
0.65,0.769290819175141,1
0.35,0.6522314811211484,0
0.36666666666666664,0.6385934999886443,0
0.7833333333333333,0.6408664968440617,0
0.13333333333333333,0.1987686084653909,1
0.3833333333333333,0.6204095251453056,1
0.5333333333333333,0.4101573160192026,0
0.25,0.5579021116213291,0
0.4,0.6488219858380223,0
0.5666666666666667,0.46016324683838394,1
0.016666666666666666,0.32490997968284796,0
0.55,0.5954065597357151,0
0.48333333333333334,0.43061428771795873,1
0.6833333333333333,0.5613116069044551,0
0.6,0.649958484265731,1
0.75,0.8102047625726528,0
0.03333333333333333,0.3829998124034374,1
0.6166666666666667,0.7863382955907708,0
0.03333333333333333,0.07160355513062144,1
0.6,0.6749614496753217,1
0.31666666666666665,0.470391732687762,0
0.1,0.19422261475455627,1
0.08333333333333333,0.4169763065854547,1
0.0,0.1771761268160642,0
0.1,0.21240658959789493,1
0.9333333333333333,0.8272522389882827,0
0.85,0.8829406619460075,1
0.8,0.5965430581634238,1
0.2,0.2908249811097927,0
0.75,0.8442997154039128,0
0.2833333333333333,0.4851662122479746,1
0.7166666666666667,0.6692789575367785,1
0.75,0.6647329638259437,0
0.3,0.35787838834460406,1
0.13333333333333333,0.2146795864533122,0
0.75,0.6454124905548962,1
0.7666666666666666,0.6556409764042744,0
0.016666666666666666,0.3091012340177588,1
0.6333333333333333,0.636320503133227,1
0.6,0.6374570015609357,0
0.03333333333333333,0.21042114341263352,0
0.5,0.5476736257719511,1
0.6,0.6545044779765655,0
0.8,0.6010890518742585,1
0.3833333333333333,0.38060835689877737,0
0.11666666666666667,0.32719293079647005,0
0.1,0.16581015406183963,1
0.5166666666666666,0.5817685786032111,0
0.45,0.5385816383502818,0
0.7666666666666666,0.5317626477840298,0
0.2833333333333333,0.40561132230836805,0
0.7833333333333333,0.8727121760966293,1
1.0,0.9761335330181179,1
0.5666666666666667,0.7533798411872196,0
0.85,0.8227062452774482,1
0.3333333333333333,0.4419792719950454,1
0.7,0.5669940990429986,0
0.7333333333333333,0.6579139732596918,1
0.9666666666666667,0.8442997154039128,1
0.7833333333333333,0.8431632169762041,0
0.4,0.391973341175864,1
0.13333333333333333,0.2385460534351942,1
0.5833333333333334,0.7329228694884636,1
1.0,0.8272522389882827,1
0.6,0.5692670958984157,0
1.0,0.9818160251566613,0
0.75,0.6442759921271878,1
0.95,0.8602106933918342,0
0.18333333333333332,0.2533205329954068,1
0.4,0.6465489889826052,0
0.9833333333333333,0.5704035943261244,1
0.6166666666666667,0.5294896509286124,0
0.6666666666666666,0.7897477908738969,0
0.25,0.2908249811097927,1
0.7166666666666667,0.8192967499943221,1
0.7166666666666667,0.6795074433861562,1
0.26666666666666666,0.4544807546998406,1
0.4166666666666667,0.5283531525009039,0
0.6666666666666666,0.5783590833200852,0
0.2,0.39538283645899,0
0.35,0.42265879872399803,0
0.16666666666666666,0.28855198425437556,1
0.05,0.27150450783874547,0
0.6666666666666666,0.721557885211377,0
0.0,0.21785669676890884,0
0.45,0.5965430581634238,1
0.11666666666666667,0.19535911318226495,1
0.05,0.2635490188447849,1
1.0,0.6056350455850931,0
0.6833333333333333,0.7022374119403295,0
0.7333333333333333,0.7045104087957469,0
0.7666666666666666,0.6306380109946838,0
0.7166666666666667,0.49880419338047854,1
0.8666666666666667,0.5954065597357151,0
0.8333333333333334,0.8113412610003615,0
0.016666666666666666,0.2289402650987865,1
0.8833333333333333,0.9033976336447634,1
0.03333333333333333,0.08433315835645572,0
0.7833333333333333,0.5283531525009039,0
0.6,0.5078961808021479,1
0.95,0.7942937845847317,1
0.8666666666666667,0.9011246367893461,1
0.8666666666666667,0.8397537216930783,1
0.5666666666666667,0.7533798411872196,1
0.65,0.6931454245186602,0
0.9333333333333333,0.8693026808135035,1
0.06666666666666667,0.3771988616156514,1
0.3833333333333333,0.6010890518742585,0
0.8333333333333334,0.673824951247613,1
0.5166666666666666,0.6113175377236363,0
0.7166666666666667,0.5579021116213291,1
0.55,0.5328991462117385,1
0.6666666666666666,0.5226706603623605,0
0.05,0.17035614777267427,1
0.0,0.09686076383970599,1
0.9,0.701100913512621,1
0.9666666666666667,0.9579495581747793,0
0.31666666666666665,0.6249555188561403,0
0.7166666666666667,0.602225550301967,0
0.016666666666666666,0.23578811771124508,1
0.016666666666666666,0.2717812463117646,1
0.05,0.1828576304774696,1
0.55,0.5806320801755024,0
0.0,0.10269699930065201,0
0.016666666666666666,0.21974714319809852,1
0.9666666666666667,0.8806676650905901,0
0.016666666666666666,0.3303800886784838,0
0.4166666666666667,0.697691418229495,0
0.5833333333333334,0.5522196194827856,1
0.6666666666666666,0.49880419338047854,0
0.5833333333333334,0.7170118915005422,1
0.6333333333333333,0.5897240675971719,0
0.55,0.5976795565911323,0
0.2833333333333333,0.5442641304888252,0
0.48333333333333334,0.4931217012419352,1
0.9,0.7670178223197236,1
0.0,0.15289877739208924,0
0.45,0.41243031287461995,1
0.016666666666666666,0.1534620972250973,0
0.11666666666666667,0.30559946067000554,0
0.16666666666666666,0.31128195280854887,0
0.0,0.21789832920783192,1
0.0,0.17776604975141297,1
0.8166666666666667,0.5351721430671558,1
0.9833333333333333,0.6135905345790537,0
0.55,0.748833847476385,0
0.8833333333333333,0.7715638160305583,1
0.1,0.21013359274247756,1
0.0,0.08486275361836637,1
0.31666666666666665,0.34537690563980883,0
0.0,0.02800382818733599,0
0.8166666666666667,0.7408783584824242,1
0.21666666666666667,0.5158516697961085,0
0.55,0.5215341619346519,1
0.26666666666666666,0.5635846037598723,0
0.9166666666666666,0.8249792421328653,1
0.9833333333333333,0.8965786430785113,0
0.55,0.4476617641335887,0
0.0,0.17472154832286246,1
0.5333333333333333,0.5533561179104945,1
0.03333333333333333,0.1782895844175446,0
0.48333333333333334,0.7386053616270069,1
0.5,0.7067834056511643,1
0.03333333333333333,0.06482781123560433,1
0.95,0.873848674524338,1
0.2,0.3715163694771081,1
0.2,0.3146914480916748,1
0.9,0.6692789575367785,0
0.6333333333333333,0.660186970115109,1
0.8,0.8533917028255821,1
0.3833333333333333,0.5976795565911323,1
0.3,0.439706275139628,0
0.5,0.7397418600547155,0
0.016666666666666666,0.15815532120540898,1
0.9333333333333333,0.5976795565911323,1
0.3333333333333333,0.4612997452660925,1
0.48333333333333334,0.6647329638259437,0
0.75,0.636320503133227,0
0.13333333333333333,0.2521840345676982,0
0.2,0.4465252657058799,0
0.6833333333333333,0.7249673804945028,1
0.016666666666666666,0.03642164747176119,0
0.21666666666666667,0.5431276320611165,1
0.55,0.6317745094223922,1
0.03333333333333333,0.24884151535539722,0
0.45,0.5033501870913132,0
0.45,0.5806320801755024,1
0.85,0.8306617342714088,0
0.5166666666666666,0.7329228694884636,0
0.6333333333333333,0.731786371060755,1
0.8833333333333333,0.5476736257719511,1
0.0,0.1799524921567619,1
0.03333333333333333,0.1984333359860565,1
0.16666666666666666,0.5135786729406913,0
0.06666666666666667,0.21127009117018625,0
0.6166666666666667,0.5203976635069432,1
0.5833333333333334,0.6033620487296757,1
0.5166666666666666,0.44425226885046254,0
0.7833333333333333,0.5976795565911323,1
0.6333333333333333,0.6999644150849121,1
0.5833333333333334,0.6101810392959278,0
0.48333333333333334,0.7476973490486761,0
0.45,0.4010653285975333,0
0.9833333333333333,0.8931691477953853,1
0.7,0.8079317657172355,1
0.4,0.43629677985650206,0
0.11666666666666667,0.4067478207360766,1
0.21666666666666667,0.30332646381458817,0
0.03333333333333333,0.3392521221753889,0
0.9666666666666667,0.8795311666628814,0
0.7,0.7817923018799361,1
0.2833333333333333,0.3169644449470922,1
0.5333333333333333,0.44311577042275396,1
0.3333333333333333,0.4965311965250613,1
0.9833333333333333,0.7022374119403295,0
1.0,0.7397418600547155,0
0.8333333333333334,0.5806320801755024,0
0.03333333333333333,0.2961498793612072,1
0.15,0.24877453928457216,1
0.25,0.44425226885046254,0
0.3333333333333333,0.5124421745129825,0
0.7666666666666666,0.6715519543921956,0
0.13333333333333333,0.2237715738749816,0
0.8,0.8613471918195427,0
0.6666666666666666,0.7681543207474321,1
0.03333333333333333,0.0890639941460809,1
0.31666666666666665,0.42720479243483256,0
0.0,0.018412581854035603,1
0.9666666666666667,0.7386053616270069,0
0.8166666666666667,0.6488219858380223,0
0.03333333333333333,0.2717527112124437,1
0.7833333333333333,0.6113175377236363,0
0.5666666666666667,0.7499703459040935,1
0.5166666666666666,0.7056469072234556,0
0.8333333333333334,0.5738130896092505,0
0.03333333333333333,0.2738676398171278,0
0.6333333333333333,0.5283531525009039,1
0.2,0.27491400312187153,1
0.9666666666666667,0.6533679795488571,0
0.016666666666666666,0.28468942517335327,0
0.016666666666666666,0.128318974632738,1
0.85,0.6522314811211484,1
0.25,0.3385579150735567,0
0.03333333333333333,0.1926293127106583,1
0.16666666666666666,0.36810687419398214,1
0.48333333333333334,0.6033620487296757,0
0.8166666666666667,0.8556646996809995,1
0.5333333333333333,0.5976795565911323,1
0.85,0.7840652987353535,0
0.45,0.5647211021875812,0
0.05,0.19535911318226495,1
0.45,0.3987923317421159,1
0.65,0.5488101241996598,1
0.21666666666666667,0.38288135375419474,0
0.9,0.7147388946451251,0
1.0,0.7249673804945028,1
